Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
7235,,1405,10/12/2019,BANJIR,Kec. Laggam Kel. Laggam Kec. Pkl. Kerinci Ds. Rantau Baru Ds. Kuala Terusan,PELALAWAN,RIAU,Dokumentasi,• hujan dengan intensitas tinggi,,,,0,8,0
7236,,1174,10/12/2019,BANJIR,Kec. Langsa Kota Gampong Jawa Kec. Langsa Lama Gampong Pondok Kemuning Gampong Selalah Baroe Gampong Meurandeh Teungoh Gampong Pondok Pabrik Gampong Sidodadi Kec. Langsa Baroe Gampong Geudubang Aceh,KOTA LANGSA,ACEH,Dokumentasi,• Akibat hujan deras seharian sehingga air sungai meluap ke beberapa Desa yang berada di bantaran sungai Krueng Langsa,,,,0,166,0
7237,,1307,09/12/2019,BANJIR,Kec. Harau Nagari Taram Nagari Silamak Kec. Mungka Nagari TalangMaur Kec. Bukit Barisan Nagari Koto Tengah Kec. Suliki Nagari Limbanang Kec. Payakumbuh Nagari Taeh Baruah Kec. Lareh Sago Halaban Nagari Balai Panjang Nagari Batu Payuang Nagari Bukik Sikumpa Kec. Akbiluru Nagari Suayan,LIMA PULUH KOTA,SUMATERA BARAT,Dokumentasi,• Karena intensitas hujan yang cukup lama dan merlupanya Batang Sinamar,,,1,53,20,3
7238,,1401,09/12/2019,BANJIR,Kec. Kampar Kiri Ds. Padang Sawah Ds. Kuntu Ds. Teluk Paman Timur Ds. Lipat Kain Selatan Kel. Lipatan Kain Kec. Gunung Sahilan Ds. Gunung Sahilan Ds. Sahilan Darussalam Ds. Subarak Kec. Kampar Hilir Ds. Mentulik Ds. Gading Permai Ds. Rantau Kasih Ds. Bangun Sari Ds. Sungai Bungo Kec. Kampar Timur Ds. Pulau Rambai Ds. Koto Perambanan Ds. Pulau Birandang Ds. Tanjung Bungo Kec. Siak Hulu Ds. Lubuk Siam Ds. Tanjung Balam Ds. Buluh Cina Ds. Teratak Buluh Kec. Kampar Utara Ds. Sendayan Ds. Kampung Panjang Ds. Sungai Jalau Ds. Sawah Ds. Naga Beralih Kec. Kampar Ds. Padang Mutung Ds. Batu Belah Ds. Tanjung Berulak Ds. Penyasawan Ds. Rumbio Ds. Pulau Jambu Ds. Pulau Tinggi Ds. Bukit Ranah Ds. Pulau Sarak Ds. Koto Tibun Ds. Tanjung Rambutan Kec. Rumbio Jaya Ds. Pulau Payung Ds. Simpang Petai Ds. Alam Panjang Ds. Teratak Kec. Tambang Ds. Palung Raya Ds. Teluk Kenidai Ds. Kemang Indah Ds. Pulau Permai Ds. Parit Biru Ds. Gobah Ds. Aur Sati Ds. Terantang Ds. Kuapan Ds. Kualu Ds. Padang Luas Ds. Tambang Kec. Perhentian Raja Ds. Kampung Pinang Kec. Bangkinang Kota Kel. Langgini Ds. Kumantan,KAMPAR,RIAU,Dokumentasi,• hujan dengan intensitas tinggi,,,,0,1319,0
7239,,1210,09/12/2019,BANJIR,Kec. Pangkatan Ds. Sennah,LABUHAN BATU,SUMATERA UTARA,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,0
7240,,6108,08/12/2019,BANJIR,Kec. Kuala Behe Ds. Kuala Kec. Ngabang Ds. Hilir Kantor Ds. Hilir Tengah Ds. Raja Ds. Munggu Ds. Ambarang Ds. Engkadu Ds. Sebirang Ds. Temiang Sawi Ds. Amboyo Selatan Ds. Sungai Kely Kec. Sengah Temila Ds. Sidas,LANDAK,KALIMANTAN BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi sehingga meningkatnya TMA sungai landak,,,,0,,1
7241,,6112,08/12/2019,BANJIR,Kec. Sungai Ambawang Ds. Teluk Bakung,KUBU RAYA,KALIMANTAN BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,0
7242,,7210,08/12/2019,BANJIR,Kec. Dolo Selatan Ds. Poi,SIGI,SULAWESI TENGAH,Dokumentasi,"• hujan dgn insensitas yang cukup tinggi, air sungai tinombu meluap.",,,,12,,0
7243,,1217,08/12/2019,BANJIR,Kec. Sitiotio Ds. Holbung,SAMOSIR,SUMATERA UTARA,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,2
7244,,1103,08/12/2019,BANJIR,Kec. Ranto Peureulak Ds. Pasie Puteh Ds. Sebeubok Baro Ds. Buket Pala Kecamatan indra makmu GP. pelita sagop jaya Kecamatan julok Gp.Paya pasi,ACEH TIMUR,ACEH,Dokumentasi,• Akibat hujan deras.,,,,0,,0
7245,,6101,07/12/2019,BANJIR,Kec. Paloh Ds. Malek Ds. Nibung,SAMBAS,KALIMANTAN BARAT,Dokumentasi,• Akibat hujan dengan intensitas,,,,0,174,0
7246,,1102,07/12/2019,BANJIR,Kec. Darul Hasana Desa Kute Rambe,ACEH TENGGARA,ACEH,Dokumentasi,"• Akibat intensitas curah hujan yang tinggi sejak pukul 16.08 wib s/d 20.30 wib, menyebabkan meluapnya sungai lawe mamas",,,,0,,0
7247,,6110,07/12/2019,BANJIR,Kec. Bayah Ds. Bayah Timur Ds. Cimancak Ds. Bayah Barat Ds. Suakan Ds. Bayah Barat Kec. Cibeber Ds. Citorek Kidul,MELAWI,KALIMANTAN BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan meluapnya Sungai Kenyikap,,,,4,168,0
7248,,1902,06/12/2019,BANJIR,Kec. Tanjung Pandan Kel. Parit Kel. Kampung Damai,BELITUNG,KEPULAUAN BANGKA BELITUNG,Dokumentasi,• Akibat hujan dengan intensitas tinggi selama 4 Jam,,,,0,300,0
7249,,3374,06/12/2019,BANJIR,Kec. Gajahmungkur Kel. Bendan Dhuwur,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,28,0
7250,,3602,06/12/2019,BANJIR,Kec. Bayah Ds. Bayah Timur Ds. Cimancak Kec. Cibeber Ds. Citorek Kidul,LEBAK,BANTEN,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai meluapnya sungai Cimadur,,,,2,261,4
7251,,6109,06/12/2019,BANJIR,Kec. Nanga Taman Ds. Pantok Ds. Nanga Kiungkang Ds. Nanga Taman Ds. Meragun,SEKADAU,KALIMANTAN BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi di bagian hulu,,,,1,569,3
7252,,3204,06/12/2019,BANJIR,Kec. Kertasari Ds. Cibereum Kec. Pasir Jambu Ds. Mekarsari,BANDUNG,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,61,0
7253,,2101,05/12/2019,BANJIR,Kec. Tambelan Ds. Kampung Hilir Ds. Kampung Sekuni Ds. Kampung Belepuk Ds. Kampung Melayu Ds. Pupuk,BINTAN,KEPULAUAN RIAU,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,1,130,8
7254,,1103,05/12/2019,BANJIR,Kec. Birem Bayeun DS. Alue Gadeng 2,ACEH TIMUR,ACEH,Dokumentasi,• Akibat hujan deras,,,,0,20,0
7255,,1175,05/12/2019,BANJIR,Kec. Rundeng Ds. Rundeng Ds. Siperkas Ds. Kuta Beriring Ds. Oboh Ds. Binanga Ds. Belukur Makmur Ds. Pasar Rundeng Ds. Muara Batu Batu Ds. Panglima Sahman Ds. Sipungke Ds. Sibuasen Ds. Dah Ds. Mandilam Ds. Suar Jampak,KOTA SUBULUSSALAM,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan meluapnya Sungai Souraya,,,,0,,0
7256,,6103,03/12/2019,BANJIR,"Kec. Meliau Ds. Kuala Buayan Dsn. Singkuang Daok RT. 13, 14 / 03",SANGGAU,KALIMANTAN BARAT,Dokumentasi,• Akibat hujan deras,,,,0,85,0
7257,,1306,02/12/2019,BANJIR,Kec. Tanjung Raya Nagari Tanjung Sani Jorong Batunanggai,AGAM,SUMATERA BARAT,Dokumentasi,• Akibat hujan deras dengan intensitas tinggi sejak pkl. 15.00 WIB,,,,0,1,0
7258,,1110,02/12/2019,BANJIR,Kec. Suro Ds. Bulusema Ds. Lae Bangun Ds. Pangkalan Sulampi Kec. Gunung Meriah Ds. Cingkam Ds. Tanah Merah Ds. Penjahitan Ds. Rimo Kec. Simpang Kanan Ds. Ujung Limus Ds. Tanjung Mas Ds. Cibubukan Kec. Singkil Ds. Teluk Rumbia Ds. Rantau Gedang Ds. Kilangan Ds. Pulo Sarok Ds. Ujung Bawang Ds. Selok Aceh Ds. Siti Ambia Ds. di Desa Kuta Ds. Pea Bumbung Ds. Pasar Ds. Suka Makmur Ds. Ujung Ds. Teluk Ambun Ds. Takal Pasir Ds. Suka Damai Ds. Pemuka,ACEH SINGKIL,ACEH,Dokumentasi,"• Banjir yg saat ini terjadi dikarenakan kiriman dari Wilayah Subulussalam, Aceh Tenggara, Pakpak Barat dan Dairi Sehingga mengakibatkan sungai Meluap.",,,,3,58,6
7259,,7414,02/12/2019,BANJIR,Kec. Talaga Kel. Telaga,BUTON TENGAH,SULAWESI TENGGARA,Dokumentasi,• Kel.Talaga 1 Kec.Talaga adalah daerah pesisir pantai(Pulau Kecil) d mana setiap musim barat (akhir hingga awal tahun)sering terjadi gelombang ekstrim yg mengancam aktifitas perekonomian masyarakat setempat.,,,,46,,0
7260,,6109,29/11/2019,BANJIR,Kec. Nanga Mahap Ds. Sebabas Ds. Nanga Mahap,SEKADAU,KALIMANTAN BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan meluapnya sungai Mahap,,,,0,23,1
7261,,1112,29/11/2019,BANJIR,Kec. Setia Ds. Ujung Tanah Kec. Tangah – Tangah Ds. Ie Lhob,ACEH BARAT DAYA,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,2
7262,,3201,28/11/2019,BANJIR,Kec. Ciomas Ds. Sukamakmur,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan deras dengan intensitas tinggi disertai angin kencang sehingga mengakibatkan solokan yang berada di wilayah tsb meluap dan mengakibatkan banjir,,,,5,,0
7263,,1175,28/11/2019,BANJIR,Kec. Penanggalan Ds. Penanggalan Barat,KOTA SUBULUSSALAM,ACEH,Dokumentasi,"• Banjir bandang terjadi di persawahan warga, beberapa warga yang sedang bercocok tanam terjebak dan terseret hingga ke sungai Lae Soraya.",,,,0,,0
7264,,1406,24/11/2019,BANJIR,"Kec. Rambah Ds. Rambah Tengah Hulu Ds. Tanjung Belit Ds. Babussalam Ds. Pematang Berangan Kel. Pasirpengaraian Kec. Rokan IV Koto Ds. Rokan Koto Ruang Ds. Cipang Kanan Ds. Tanjung Medan Kel. Rokan Ds. Rokan Timur Ds, Suka Damai Kec. Pagaran Tapah Ds. Sangkir Jaya Kec. Kunto Kel. Kota Lama Ds. Kota Intan Kec. Rambah Hilir Ds. Rambah Hilir Timur Kec. Bonai Darussalam Ds. Bonai Darussalam Ds.Teluk Sono Ds. Kasang Mungkal Ds. Sontang Ds. Kasang Padang",ROKAN HULU,RIAU,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,3421,0
7265,,3205,22/11/2019,BANJIR,Kec. Tarogong Kaler Ds. Rancabango,GARUT,JAWA BARAT,Dokumentasi,• Akibat meluapnya aliran sungai ciojar,,,,0,14,0
7266,,1311,20/11/2019,BANJIR,Kec. Koto Parik Gadang Diateh (KPGD) Nagari Pakan Rabaa Timur Jorong Pasia Putih Jorong Pasia Panjang Nagari Pakan Rabaa Jorong Banca Jorong Pakan Rabaa Nagari Persiapan Batang Lolo Jorong Panduang Kec. Sungai Pagu Nagari Pasar Muara Labuh Jorong Pasar Utara Jorong Pasar Timur Nagari Pasir Talang Selatan Jorong Kampung Palak Nagari Pasir Talang Nagari Pulakek Jorong Kepala Bukit Nagari Pasar Waralabuh Jorong Terandam Barat Jorong Terandam Timur Jorong Bt. Labuh Nagari Pasir Talang Selatan Nagari Koto Baru Kec. Sangir Nagari Lubuk Gadang Barat Daya Nagari Lubuk Gadang Selatan Kec. Pauh Duo Nagari Luak Kapau,SOLOK SELATAN,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,51,1952,19
7267,,1306,20/11/2019,BANJIR,Kec. Tanjung Raya Nagari Tanjung Sani Jorong Galapung,AGAM,SUMATERA BARAT,Dokumentasi,• Curah hujan cukup tinggi,,,1,14,,2
7268,,1406,20/11/2019,BANJIR,kec. Rambah Ds. Koto tinggi kec. Ujung Batu Ds. Pematang Tebih kec. Tandun Ds. Tandun,ROKAN HULU,RIAU,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,294,0
7269,,1108,18/11/2019,BANJIR,Kec. Matangkuli Gampong Alue Tho Gampong Hagu Gampong Lawang Gampong Tj. Haji Muda Gampong Pante Pirak Gampong Leubok Pirak Gampong Siren Gampong Tumpok Barat Gampong Tjg. Tgk. Kari Gampong Pirak Gampong Seulemak Gampong Euntok Gampong Meria,ACEH UTARA,ACEH,Dokumentasi,• Akibat hujan deras,,,,0,218,0
7270,,1101,16/11/2019,BANJIR,Kec. Trumon Tengah Desa Pulo Paya Desa Tengoh Kec. Kota Bahagia Desa Beutong Desa Ujong Gunong Cut Desa Jambo Kepok Desa Ujong Gunong Rayeuk Desa Ujong Tanoh Desa Alur Dua Mas Kec. Kluet Timur Desa Lawe Sawah Desa Lawe Cimanok Desa Lawe Buloh Didi Kec. Kluet Tengah Desa Malaka Desa Koto Indarung Desa Kampung Sawah Desa Kampung Padang Desa Pulo Air Desa Mersak Desa Simpang dua,ACEH SELATAN,ACEH,Dokumentasi,: Akibat Hujan yang mengguyur wilayah Kabupaten Aceh Selatan,,,,0,,0
7271,,1105,16/11/2019,BANJIR,Kec. Woyla Bara Gp. lubhok pasi ara Gp. ulee pasie ara Gp. cot lagan Gp. peuleukung Gp. alue leuhob Gp. blang luah Gp. cot rambong Gp. lhok malee Gp. pasie malee Gp. napai Gp. blang cot mameh.. Gp. blang cot rubek Kec. Woyla Timur Gp.Meuganda Gp.Tuwie umpeuk Kec. Johan Pah Lawan Gp. Pasi Leuhan Gp. Gampa 1 Gp. Marek Gp. Blang Beurandang Gp. Leuhan Putro ijo Kec. Meureubo Gp. Pasi Mesjid Gp. Pasie aceh Gp. Pasie aceh tunong. Gp. Pasie teungoh. Kec. Panton Reu Gp. Meutulang Gp. Mugo Gp. Meuko Kec. Sungaimas Air Sungai Tinggi Kec. Kaway XVI Gp. Keude aron Gp. Pasi jambu Gp. Alue Tampak Gp. Meunasah Buloh Gp. Padang Mancang Gp. Tumpok ladang Gp. Meunasah ara. Gp. Meunasah rayeuk. Gp. Desa tanjong bungong. Gp. Putim. Gp. Puuk. Kec. Arongan,ACEH BARAT,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,1,0
7272,,1103,12/11/2019,BANJIR,Kec. Birem Bayeun,ACEH TIMUR,ACEH,Dokumentasi,• Akibat hujan yang mengguyur sejak kemarin sore,,,,0,15,0
7273,,1375,12/11/2019,BANJIR,Kec. Mandiangin Koto Selayan Kec. ABTB Ds. Barumbuang Kec. Gurun Panjang Ds. Gurun Panjang,KOTA BUKITTINGGI,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,0
7274,,1102,12/11/2019,BANJIR,Kec. Bambel Ds. Kuning Satu,ACEH TENGGARA,ACEH,Dokumentasi,• Akibat hujan dengan inetsnistas tinggi dan meluapnya DAS Lawe Tuban,,,,0,22,0
7275,,1102,10/11/2019,BANJIR,Kec. Sigala-Gala Ds. Lawe Penghulu,ACEH TENGGARA,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,10,0
7276,,1174,08/11/2019,BANJIR,Kec. Langsa Kota Gp. Pondok Kemuning Gp.Selalah Baru Dusun Cendana lr 1 Gp. Selalah Dusun TJ Jati 1 dan Dusun TJ Jati 2 Gp. Pondok Pabrik Kec. Langsa Lama Gp Lengkong Gp Karang Anyer,KOTA LANGSA,ACEH,Dokumentasi,• luapan air sungai Daerah Aliran Sungai (DAS). • Debit air terus bertambah akibat dari tingginya curah hujan pada saat ini di wilayah Kota Langsa.,,,,0,,0
7277,,1209,07/11/2019,BANJIR,Kec. Tinggi Raja Ds. Piasa Ulu,ASAHAN,SUMATERA UTARA,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan meluapnya sungai,,,,0,,1
7278,,1102,04/11/2019,BANJIR,Kec. Bambel Ds. Pinding,ACEH TENGGARA,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan adanya tanggul yang jebol (rusak),,,,0,,0
7279,,1175,31/10/2019,BANJIR,Kec. Sultan Daulat Gampong Jabi-Jabi Gampong Suka Maju Gampong Sigrun,KOTA SUBULUSSALAM,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan luapan sungai Lae Soraya,,,,0,,0
7280,,1101,30/10/2019,BANJIR,Kec. Trumong Tengah Gampong Krueng Bate,ACEH SELATAN,ACEH,Dokumentasi,• Akibat dari hujan lebat,,,,0,73,0
7281,,6203,26/10/2019,BANJIR,Kec. Mandau Talawang Ds. Jakatan Masaha Ds. Sei Pinang,KAPUAS,KALIMANTAN TENGAH,Dokumentasi,• Hujan dengan intentitas yang tinggi dan luapan DAS Kapuas,,,,0,375,2
7282,,1105,26/10/2019,BANJIR,kec.arongan lambalek Ds.gunong pulo Kec johan pahlawan Ds.Leuhan Kec.mereubo Ds. Gampong Mesjid,ACEH BARAT,ACEH,Dokumentasi,• Akibat hujan dengan intesitas tinggi,,,,0,97,0
7283,,3203,26/10/2019,BANJIR,Kec. Cianjur Kel. Sayang,CIANJUR,JAWA BARAT,Dokumentasi,• Akibat hujan deras disertai meluapnya sungai cikukulu,,,,0,3,0
7284,,1219,25/10/2019,BANJIR,Kec. Lima Pulu Pesisir Kec. Datuk Tanah Datar Kec. Sei Suka Kec. Duka Lima Puluh Kec. Talawi Ds. Padang Genting Kec. Kuala Gunung Kec. Datuk Lima Puluh Ds. Petatal Ds. Gambus Ds. Pasir,BATU BARA,SUMATERA UTARA,Dokumentasi,• Hujan dengan intensitas tinggi,,,,0,1048,0
7285,,1109,23/10/2019,BANJIR,Kec. Teupah Barat Ds. Bunon Ds. Leubang Hulu Kec. Simeulue Tengah Ds. Latitik Ds. Lemayang Kec. Simeulue Cut Ds. Ujung Padang Kec. Teupah Tengah Ds. Abail Ds. Nawacawa Ds. Labuah Ds. Busung Ds. Kahat Kec. Teupah Selatan Ds. Suak Lamatan Ds. Alus-Alus Ds. Labuhan Bajau Ds. Labuhan Bakti,SIMEULUE,ACEH,Dokumentasi,curah hujan yg cukup tinggi sehingga debit air di sungai tdk sanggup penampung air yg begitu besar diperparah lagi sendimen pd sungai dan saluran drainase yg banyak tersumbat,,,,0,318,0
7286,,1110,21/10/2019,BANJIR,Kec. Gunung Meriah Ds. Sidorejo Ds. Sidorejo Ds. Gunung Lagan Ds. Tanah Bara Ds. Cingkam Ds. Penjahitan Ds. Blok 31 Kec. Singkil Utara Ds. Ketapang Indah,ACEH SINGKIL,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,0
7287,,7202,20/10/2019,BANJIR,Kec. Poso Pesisir Utara Ds. Trimulya Ds. Maranda,POSO,SULAWESI TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi sehingga meluapnya sungai Samalera,,,,0,119,0
7288,,1109,19/10/2019,BANJIR,Kec. Teupah Barat Desa Awe Seubal Desa Inor Desa Leubang Hulu Kec. Simeulue Tengah Desa Dihit Kec. Teupah Tengah Desa Busung Desa Matanurung Desa Nancawa Kec. Simeulue Timur Desa Kota Batu,SIMEULUE,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai struktur tanah yang labil,,,,205,,7
7289,,1110,17/10/2019,BANJIR,Kec. Danau Paris Ds. Lae Balno,ACEH SINGKIL,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,54,0
7290,,1305,17/10/2019,BANJIR,Kec. Sei Limau Ds. Kuranji Ds. Pilubang Ds. Kuranji Kec. V Koto Kampung Dalam Ds. Campago Kec. VII Koto Sel Sariak Ds. Lareh Kec. Sei Geringging Ds. Sungai Sirah Kuranji Hulu Kec. Patamuan Ds. Tadikek,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas sedang hingga tinggi dan meluapnya Sungai Batang Kuranji,1,,,4,51,2
7291,,1109,17/10/2019,BANJIR,Kec. Kampung Aie Ds. Latitik Ds. Lamayang Ds. Lakubang Ds. Sebbe Ds. Luan Sorip Ds. Wel-Wel,SIMEULUE,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan luapan Sungai Latitik,,,,0,104,0
7292,,1204,15/10/2019,BANJIR,Kec. Bawolato Ds. Siofabanua,NIAS,SUMATERA UTARA,Dokumentasi,• Hujan Deras meluapnya sungai Idanomola Dan mengakibatkan Jembatan Antar Desa terputus.,,,,0,3,1
7293,,1109,14/10/2019,BANJIR,Kec. Simeulue Timur Ds. Air Dingin Ds. Suak Buluh Ds. Suka Karya,SIMEULUE,ACEH,Dokumentasi,,,,,0,3,0
7294,,1110,05/10/2019,BANJIR,Kec. Suro Ds. Lae Bangun,ACEH SINGKIL,ACEH,Dokumentasi,• Hujan yg terus menerus mengguyur Kab. Aceh Singkil Bbrp hari yg lalu.,,,,0,22,0
7295,,1114,05/10/2019,BANJIR,Teunom Ds. Pasie Gelima,ACEH JAYA,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,0
7296,,1209,02/10/2019,BANJIR,Kec. Silau Laut Ds. Lubuk Palas Kec. Tinggi Raja Ds. Pasa Ulu Ds. Terusan Tengah Ds. Tinggi Raja Kec. Buntu Pane Ds. Prapat Janji Kec. Setia Janji,ASAHAN,SUMATERA UTARA,Dokumentasi,• Dampak naik dan meluapnya beberapa sungai di Kabupaten Asahan akibat curah hujan yang turun dalam beberapa pekan terakhir,,,,0,,0
7297,,1209,30/09/2019,BANJIR,Kec. Tinggi Raja Ds. Terusan Teengah Ds. Piasa Ulu,ASAHAN,SUMATERA UTARA,Dokumentasi,• Intensitas hujan sedang dan turun cukup lama,,,,0,85,1
7298,,1118,29/09/2019,BANJIR,Kec. Meurah Dua Gp Dayah Huse GP. Mancang Gp. Blang Cut,PIDIE JAYA,ACEH,Dokumentasi,• Akibat hujan deras terus menerus dari sore hari,,,,0,30,0
7299,,1101,22/09/2019,BANJIR,Kec. Pasie Raja Gampong Pante Raja Gampong Ladang Kec. Kluet Tengah Gampong Mersak,ACEH SELATAN,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,75,0
7300,,1109,21/09/2019,BANJIR,Kec. Teupah Barat Ds. Leubang Hulu Kec. Salang Ds. Nasreuhe Kec. Simeulue Ds. Airpinang,SIMEULUE,ACEH,Dokumentasi,,,,,0,,0
7301,,1213,07/09/2019,BANJIR,Kec. Ranto Baek Ds. Sampuran,MANDAILING NATAL,SUMATERA UTARA,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai meluapnya Sungai Batang Taming dan Sungai Batang Sampuran,,,,0,60,15
7302,,1109,03/09/2019,BANJIR,Kec. Simeulue Ds. Kuala Baru,SIMEULUE,ACEH,Dokumentasi,• diakibatkan oleh hujan lebat,,,,0,98,0
7303,,1172,23/08/2019,BANJIR,Ds. Cemplang,KOTA SABANG,ACEH,Dokumentasi,• Akibat hujan dengan intensitas ringan hingga sedang,,,,1,,0
7304,,1111,23/08/2019,BANJIR,Ds. Panyaungan,BIREUEN,ACEH,Dokumentasi,• TRC BPBD Kab. Bireun melakukan kaji cepat dan berkoordinasi dengan instansi terkait,,,,0,10,1
7305,,1312,20/08/2019,BANJIR,Kec. Sungai Bremas Ds. Air Bangis Kec. Koto Balingka Ds. Air Balang Kec. Gunung Tuleh Ds. Persiapan Seberang,PASAMAN BARAT,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi sejak senin malam,,,,0,5,0
7306,,6503,20/08/2019,BANJIR,Kec. Sebatik Tengah Ds. Aji Kuning Ds. Sei Limau Ds. Bukit Harapan Kec. Sebatik Utara Ds. Lapri Ds. Seberang Kec. Sebatik Timur Ds. Sei Nyamuk,NUNUKAN,KALIMANTAN UTARA,Dokumentasi,• Akibat hujan dengan intensitas yang tinggi serta air laut pasang,,,,8,4,0
7307,,7317,19/08/2019,BANJIR,Kec. larompong selatan Ds. Dadeko Ds. sampano Ds. salusana Ds. temboe Kec Larompong Ds. rante belu Ds. riwang Ds. buntu matabing,LUWU,SULAWESI SELATAN,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,407,0
7308,,7314,19/08/2019,BANJIR,Kec. Pitu Riase Ds. Belawae,SIDENRENG RAPPANG,SULAWESI SELATAN,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,70,0
7309,,1101,16/08/2019,BANJIR,Kec. Trumon Timur Gampong Jambo Dalem Gampong Kapai Seusak,ACEH SELATAN,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,9,30,0
7310,,6502,16/08/2019,BANJIR,Kec. Malinau Utara Ds. Belayan Ds. Putat Ds. Salap,MALINAU,KALIMANTAN UTARA,Dokumentasi,Curah hujan yang tinggi,,,,0,258,9
7311,,1101,16/08/2019,BANJIR,Kec. Pasie Raja Gampong Ladang Tuha Gampong Panton Bili,ACEH SELATAN,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,30,0
7312,,7210,13/08/2019,BANJIR,"Kec. Kulawi Ds. Namo Dsn. I, II, III, IV",SIGI,SULAWESI TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi sehingga meluapkan sungai Sadaunta,,,,39,,7
7313,,6503,13/08/2019,BANJIR,Kec. Nunukan Selatan Kel. Tanjung Harapan,NUNUKAN,KALIMANTAN UTARA,Dokumentasi,"• Dampak tingginya curah hujan, banjir juga dipengaruhi akibat pasang air laut sehingga air cinderung lambat untuk surut dan bertahan lama.",,,,0,40,2
7314,,7208,30/07/2019,BANJIR,Kec. Tinombo Ds. Tinombo Ds. Silabia,PARIGI MOUTONG,SULAWESI TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai meluapnya sungai lombok,,,,8,70,1
7315,,1109,21/07/2019,BANJIR,Ds. Yehembang,SIMEULUE,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi serta meluapnya beberapa sungai,,,,2,896,0
7316,,1114,20/07/2019,BANJIR,"Kec. Darul Hikmah Kec. Krueng Sabee Kec, Lhok Bot",ACEH JAYA,ACEH,Dokumentasi,• Hujan dan genangan karena meluapnya air sungai dan tersumbat saluran parit.,,,,0,,0
7317,,7504,18/07/2019,BANJIR,Kec. Marisa Ds. Teratai Dsn. Dupi,POHUWATO,GORONTALO,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,45,0
7318,,7201,18/07/2019,BANJIR,Kec. Toili Barat Kec. Moilong Kec. Toili,BANGGAI,SULAWESI TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,1000,2
7319,,1101,18/07/2019,BANJIR,Kec. Trumon Gampong Teungoh,ACEH SELATAN,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,21,0
7320,,9171,15/07/2019,BANJIR,Distrik Jayapura Selatan Kel. Entrop Distrik Abepura Jl. Tanah Hitam Jl. Perotokol Brimob Atonom Kotaraja Distrik Heram Perumnas 4 BTN Organda,KOTA JAYAPURA,PAPUA,Dokumentasi,• Hujan disertai angin,1,,,1,175,0
